pair_key,workplace_id,workplace_nombre,work_lat,work_lon,property_id,prop_ids,prop_lat,prop_lon,prop_district,modo,franja,depart_at,dia_semana,hora,osrm_dist_km,osrm_min,osrm_status,work_dist_centro_km,prop_dist_centro_km,hacia_el_centro,tt_dist_km,tt_min,tt_sin_trafico_min,tt_historico_min,tt_demora_min,tt_status
"-12.0704,-77.0125|-12.138,-76.9873|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,948,948,-12.138,-76.9873,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,9.674,15.28,ok,4.24,11.839,1,12.403,25.7,21.37,25.7,0.0,ok
"-12.0704,-77.0125|-12.138,-76.9873|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,948,948,-12.138,-76.9873,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,9.674,15.28,ok,4.24,11.839,1,12.403,28.8,21.37,28.8,0.0,ok
"-12.0704,-77.0125|-12.138,-76.9873|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,948,948,-12.138,-76.9873,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,9.674,15.28,ok,4.24,11.839,1,12.009,37.72,21.6,37.72,0.0,ok
"-12.0704,-77.0125|-12.1284,-76.9945|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1331,1331,-12.1284,-76.9945,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.452,12.72,ok,4.24,10.522,1,9.207,27.6,21.68,27.6,0.0,ok
"-12.0704,-77.0125|-12.1284,-76.9945|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1331,1331,-12.1284,-76.9945,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.452,12.72,ok,4.24,10.522,1,11.671,31.28,22.77,31.28,0.0,ok
"-12.0704,-77.0125|-12.1284,-76.9945|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1331,1331,-12.1284,-76.9945,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.452,12.72,ok,4.24,10.522,1,12.06,41.48,22.33,41.48,0.0,ok
"-12.0704,-77.0125|-12.091,-77.051|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,600,600;969,-12.091,-77.051,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,5.776,11.21,ok,4.24,5.039,1,6.925,22.6,16.82,22.6,0.0,ok
"-12.0704,-77.0125|-12.091,-77.051|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,600,600;969,-12.091,-77.051,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,5.776,11.21,ok,4.24,5.039,1,6.925,25.65,16.82,25.65,0.0,ok
"-12.0704,-77.0125|-12.091,-77.051|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,600,600;969,-12.091,-77.051,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,5.776,11.21,ok,4.24,5.039,1,6.056,31.47,19.53,31.47,0.0,ok
"-12.0704,-77.0125|-12.1075,-77.0328|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,35,35;62,-12.1075,-77.0328,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.309,9.72,ok,4.24,6.88,1,6.831,18.27,13.92,18.27,0.0,ok
"-12.0704,-77.0125|-12.1075,-77.0328|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,35,35;62,-12.1075,-77.0328,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.309,9.72,ok,4.24,6.88,1,6.066,20.63,13.32,20.63,0.0,ok
"-12.0704,-77.0125|-12.1075,-77.0328|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,35,35;62,-12.1075,-77.0328,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.309,9.72,ok,4.24,6.88,1,6.37,26.93,14.37,26.93,0.0,ok
"-12.0704,-77.0125|-12.1094,-77.0284|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,660,660;697,-12.1094,-77.0284,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.061,8.71,ok,4.24,7.178,1,6.579,17.07,12.93,17.07,0.0,ok
"-12.0704,-77.0125|-12.1094,-77.0284|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,660,660;697,-12.1094,-77.0284,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.061,8.71,ok,4.24,7.178,1,5.815,19.68,12.33,19.68,0.0,ok
"-12.0704,-77.0125|-12.1094,-77.0284|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,660,660;697,-12.1094,-77.0284,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.061,8.71,ok,4.24,7.178,1,6.118,25.67,13.38,25.67,0.0,ok
"-12.0704,-77.0125|-12.1236,-77.0338|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,17,17,-12.1236,-77.0338,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.198,12.06,ok,4.24,8.64,1,9.169,24.33,19.62,24.33,0.0,ok
"-12.0704,-77.0125|-12.1236,-77.0338|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,17,17,-12.1236,-77.0338,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.198,12.06,ok,4.24,8.64,1,8.405,28.3,19.02,28.3,0.0,ok
"-12.0704,-77.0125|-12.1236,-77.0338|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,17,17,-12.1236,-77.0338,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.198,12.06,ok,4.24,8.64,1,8.745,35.25,19.62,35.25,0.0,ok
"-12.0704,-77.0125|-11.9754,-77.0628|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,57,57,-11.9754,-77.0628,Los Olivos,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,14.578,19.49,ok,4.24,8.189,1,14.795,28.18,25.18,28.18,0.0,ok
"-12.0704,-77.0125|-11.9754,-77.0628|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,57,57,-11.9754,-77.0628,Los Olivos,driving,valle,2026-09-01T13:00:00-05:00,1,13,14.578,19.49,ok,4.24,8.189,1,14.799,39.62,25.63,39.62,0.0,ok
"-12.0704,-77.0125|-11.9754,-77.0628|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,57,57,-11.9754,-77.0628,Los Olivos,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,14.578,19.49,ok,4.24,8.189,1,15.159,56.93,25.73,56.93,0.0,ok
"-12.0704,-77.0125|-12.0844,-77.0522|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,199,199;837;885,-12.0844,-77.0522,Jesús María,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,5.347,10.38,ok,4.24,4.347,1,6.106,22.15,18.1,22.15,0.0,ok
"-12.0704,-77.0125|-12.0844,-77.0522|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,199,199;837;885,-12.0844,-77.0522,Jesús María,driving,valle,2026-09-01T13:00:00-05:00,1,13,5.347,10.38,ok,4.24,4.347,1,5.685,26.93,18.12,26.93,0.0,ok
"-12.0704,-77.0125|-12.0844,-77.0522|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,199,199;837;885,-12.0844,-77.0522,Jesús María,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,5.347,10.38,ok,4.24,4.347,1,5.685,33.32,18.12,33.32,0.0,ok
"-12.0704,-77.0125|-12.1471,-77.007|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,141,141,-12.1471,-77.007,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,11.787,15.88,ok,4.24,11.855,1,12.284,29.3,24.4,29.3,0.0,ok
"-12.0704,-77.0125|-12.1471,-77.007|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,141,141,-12.1471,-77.007,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,11.787,15.88,ok,4.24,11.855,1,11.52,35.07,23.78,35.07,0.0,ok
"-12.0704,-77.0125|-12.1471,-77.007|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,141,141,-12.1471,-77.007,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,11.787,15.88,ok,4.24,11.855,1,11.823,45.98,24.83,45.98,0.0,ok
"-12.0704,-77.0125|-12.1079,-76.9759|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1406,1406,-12.1079,-76.9759,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.624,12.47,ok,4.24,9.984,1,8.902,25.32,18.73,25.32,0.0,ok
"-12.0704,-77.0125|-12.1079,-76.9759|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1406,1406,-12.1079,-76.9759,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.624,12.47,ok,4.24,9.984,1,8.902,24.55,18.73,24.55,0.0,ok
"-12.0704,-77.0125|-12.1079,-76.9759|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1406,1406,-12.1079,-76.9759,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.624,12.47,ok,4.24,9.984,1,8.508,30.97,18.98,30.97,0.0,ok
"-12.0704,-77.0125|-12.1055,-76.9778|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1367,1367,-12.1055,-76.9778,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.373,12.11,ok,4.24,9.651,1,8.715,26.33,19.45,26.33,0.0,ok
"-12.0704,-77.0125|-12.1055,-76.9778|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1367,1367,-12.1055,-76.9778,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.373,12.11,ok,4.24,9.651,1,8.715,25.23,19.45,25.23,0.0,ok
"-12.0704,-77.0125|-12.1055,-76.9778|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1367,1367,-12.1055,-76.9778,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.373,12.11,ok,4.24,9.651,1,8.321,31.5,19.7,31.5,0.0,ok
"-12.0704,-77.0125|-12.119,-77.033|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,175,175;1256,-12.119,-77.033,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,7.745,10.84,ok,4.24,8.143,1,8.201,22.15,17.17,22.15,0.0,ok
"-12.0704,-77.0125|-12.119,-77.033|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,175,175;1256,-12.119,-77.033,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,7.745,10.84,ok,4.24,8.143,1,7.466,24.87,16.35,24.87,0.0,ok
"-12.0704,-77.0125|-12.119,-77.033|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,175,175;1256,-12.119,-77.033,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,7.745,10.84,ok,4.24,8.143,1,7.464,33.53,15.92,33.53,0.0,ok
"-12.0704,-77.0125|-12.0767,-77.0321|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,7,7,-12.0767,-77.0321,Lince,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,2.92,5.91,ok,4.24,3.564,0,3.169,11.23,9.75,11.23,0.0,ok
"-12.0704,-77.0125|-12.0767,-77.0321|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,7,7,-12.0767,-77.0321,Lince,driving,valle,2026-09-01T13:00:00-05:00,1,13,2.92,5.91,ok,4.24,3.564,0,2.925,13.15,9.82,13.15,0.0,ok
"-12.0704,-77.0125|-12.0767,-77.0321|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,7,7,-12.0767,-77.0321,Lince,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,2.92,5.91,ok,4.24,3.564,0,2.925,15.38,9.82,15.38,0.0,ok
"-12.0704,-77.0125|-12.0956,-77.0437|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,249,249;1059,-12.0956,-77.0437,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.134,9.76,ok,4.24,5.472,1,5.719,19.18,13.47,19.18,0.0,ok
"-12.0704,-77.0125|-12.0956,-77.0437|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,249,249;1059,-12.0956,-77.0437,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.134,9.76,ok,4.24,5.472,1,5.719,21.88,13.47,21.88,0.0,ok
"-12.0704,-77.0125|-12.0956,-77.0437|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,249,249;1059,-12.0956,-77.0437,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.134,9.76,ok,4.24,5.472,1,5.719,26.63,13.47,26.63,0.0,ok
"-12.0704,-77.0125|-12.0731,-77.0524|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,981,981,-12.0731,-77.0524,Pueblo Libre,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,5.213,10.17,ok,4.24,3.147,0,5.169,21.37,18.65,21.37,0.0,ok
"-12.0704,-77.0125|-12.0731,-77.0524|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,981,981,-12.0731,-77.0524,Pueblo Libre,driving,valle,2026-09-01T13:00:00-05:00,1,13,5.213,10.17,ok,4.24,3.147,0,5.169,27.53,18.65,27.53,0.0,ok
"-12.0704,-77.0125|-12.0731,-77.0524|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,981,981,-12.0731,-77.0524,Pueblo Libre,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,5.213,10.17,ok,4.24,3.147,0,6.591,32.72,18.83,32.72,0.0,ok
"-12.0704,-77.0125|-12.0722,-76.957|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1398,1398,-12.0722,-76.957,La Molina,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.646,11.56,ok,4.24,9.761,1,8.61,22.15,17.52,22.15,0.0,ok
"-12.0704,-77.0125|-12.0722,-76.957|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1398,1398,-12.0722,-76.957,La Molina,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.646,11.56,ok,4.24,9.761,1,9.142,24.95,18.38,24.95,0.0,ok
"-12.0704,-77.0125|-12.0722,-76.957|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1398,1398,-12.0722,-76.957,La Molina,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.646,11.56,ok,4.24,9.761,1,8.748,32.08,18.62,32.08,0.0,ok
"-12.0704,-77.0125|-12.1054,-76.9588|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,770,770,-12.1054,-76.9588,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,10.115,15.45,ok,4.24,11.246,1,11.079,32.02,23.8,32.02,0.0,ok
"-12.0704,-77.0125|-12.1054,-76.9588|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,770,770,-12.1054,-76.9588,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,10.115,15.45,ok,4.24,11.246,1,11.079,32.47,23.8,32.47,0.0,ok
"-12.0704,-77.0125|-12.1054,-76.9588|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,770,770,-12.1054,-76.9588,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,10.115,15.45,ok,4.24,11.246,1,10.685,39.18,24.03,39.18,0.0,ok
"-12.0704,-77.0125|-12.1201,-77.0171|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,960,960;1111,-12.1201,-77.0171,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.742,10.84,ok,4.24,8.658,1,8.889,21.0,16.5,21.0,0.0,ok
"-12.0704,-77.0125|-12.1201,-77.0171|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,960,960;1111,-12.1201,-77.0171,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.742,10.84,ok,4.24,8.658,1,8.125,23.93,15.9,23.93,0.0,ok
"-12.0704,-77.0125|-12.1201,-77.0171|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,960,960;1111,-12.1201,-77.0171,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.742,10.84,ok,4.24,8.658,1,6.468,33.73,16.62,33.73,0.0,ok
"-12.0704,-77.0125|-12.0966,-77.058|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,514,514,-12.0966,-77.058,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,7.585,11.6,ok,4.24,5.822,1,7.631,24.77,18.78,24.77,0.0,ok
"-12.0704,-77.0125|-12.0966,-77.058|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,514,514,-12.0966,-77.058,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,7.585,11.6,ok,4.24,5.822,1,7.33,28.1,17.57,28.1,0.0,ok
"-12.0704,-77.0125|-12.0966,-77.058|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,514,514,-12.0966,-77.058,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,7.585,11.6,ok,4.24,5.822,1,7.505,35.33,18.73,35.33,0.0,ok
"-12.0704,-77.0125|-12.098,-77.0388|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,840,840,-12.098,-77.0388,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.446,10.63,ok,4.24,5.754,1,5.952,20.35,14.63,20.35,0.0,ok
"-12.0704,-77.0125|-12.098,-77.0388|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,840,840,-12.098,-77.0388,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.446,10.63,ok,4.24,5.754,1,5.952,22.9,14.63,22.9,0.0,ok
"-12.0704,-77.0125|-12.098,-77.0388|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,840,840,-12.098,-77.0388,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.446,10.63,ok,4.24,5.754,1,5.952,27.9,14.63,27.9,0.0,ok
"-12.0704,-77.0125|-12.094,-77.0433|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1083,1083,-12.094,-77.0433,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.552,10.1,ok,4.24,5.293,1,6.308,19.83,13.92,19.83,0.0,ok
"-12.0704,-77.0125|-12.094,-77.0433|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1083,1083,-12.094,-77.0433,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.552,10.1,ok,4.24,5.293,1,6.308,22.88,13.92,22.88,0.0,ok
"-12.0704,-77.0125|-12.094,-77.0433|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1083,1083,-12.094,-77.0433,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.552,10.1,ok,4.24,5.293,1,5.977,27.58,14.35,27.58,0.0,ok
"-12.0704,-77.0125|-12.0852,-77.0498|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,545,545,-12.0852,-77.0498,Jesús María,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,5.052,9.96,ok,4.24,4.381,1,5.58,19.57,16.43,19.57,0.0,ok
"-12.0704,-77.0125|-12.0852,-77.0498|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,545,545,-12.0852,-77.0498,Jesús María,driving,valle,2026-09-01T13:00:00-05:00,1,13,5.052,9.96,ok,4.24,4.381,1,5.228,22.17,16.72,22.17,0.0,ok
"-12.0704,-77.0125|-12.0852,-77.0498|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,545,545,-12.0852,-77.0498,Jesús María,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,5.052,9.96,ok,4.24,4.381,1,5.331,27.58,16.68,27.58,0.0,ok
"-12.0704,-77.0125|-12.1134,-76.9687|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,979,979,-12.1134,-76.9687,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,9.665,13.88,ok,4.24,10.974,1,10.13,27.3,21.72,27.3,0.0,ok
"-12.0704,-77.0125|-12.1134,-76.9687|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,979,979,-12.1134,-76.9687,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,9.665,13.88,ok,4.24,10.974,1,10.117,28.95,22.48,28.95,0.0,ok
"-12.0704,-77.0125|-12.1134,-76.9687|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,979,979,-12.1134,-76.9687,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,9.665,13.88,ok,4.24,10.974,1,9.502,36.72,22.93,36.72,0.0,ok
"-12.0704,-77.0125|-12.0622,-76.9927|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,72,72,-12.0622,-76.9927,Chorrillos,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,3.719,6.12,ok,4.24,5.724,1,5.097,14.78,11.95,14.78,0.0,ok
"-12.0704,-77.0125|-12.0622,-76.9927|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,72,72,-12.0622,-76.9927,Chorrillos,driving,valle,2026-09-01T13:00:00-05:00,1,13,3.719,6.12,ok,4.24,5.724,1,5.097,17.22,11.95,17.22,0.0,ok
"-12.0704,-77.0125|-12.0622,-76.9927|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,72,72,-12.0622,-76.9927,Chorrillos,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,3.719,6.12,ok,4.24,5.724,1,4.606,18.58,12.63,18.58,0.0,ok
"-12.0704,-77.0125|-12.0895,-77.0419|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,685,685;1051,-12.0895,-77.0419,Lince,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.09,9.65,ok,4.24,4.794,1,5.844,19.28,14.1,19.28,0.0,ok
"-12.0704,-77.0125|-12.0895,-77.0419|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,685,685;1051,-12.0895,-77.0419,Lince,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.09,9.65,ok,4.24,4.794,1,5.844,21.9,14.1,21.9,0.0,ok
"-12.0704,-77.0125|-12.0895,-77.0419|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,685,685;1051,-12.0895,-77.0419,Lince,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.09,9.65,ok,4.24,4.794,1,5.316,25.17,16.7,25.17,0.0,ok
"-12.0704,-77.0125|-12.108,-76.9673|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1101,1101,-12.108,-76.9673,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,9.175,13.39,ok,4.24,10.692,1,9.939,27.45,20.45,27.45,0.0,ok
"-12.0704,-77.0125|-12.108,-76.9673|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1101,1101,-12.108,-76.9673,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,9.175,13.39,ok,4.24,10.692,1,10.162,28.45,21.82,28.45,0.0,ok
"-12.0704,-77.0125|-12.108,-76.9673|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,1101,1101,-12.108,-76.9673,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,9.175,13.39,ok,4.24,10.692,1,9.517,36.07,20.92,36.07,0.0,ok
"-12.0704,-77.0125|-12.1253,-77.0182|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,523,523,-12.1253,-77.0182,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,7.213,11.29,ok,4.24,9.172,1,8.891,20.78,16.37,20.78,0.0,ok
"-12.0704,-77.0125|-12.1253,-77.0182|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,523,523,-12.1253,-77.0182,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,7.213,11.29,ok,4.24,9.172,1,8.127,23.73,15.77,23.73,0.0,ok
"-12.0704,-77.0125|-12.1253,-77.0182|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,523,523,-12.1253,-77.0182,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,7.213,11.29,ok,4.24,9.172,1,8.127,34.15,15.77,34.15,0.0,ok
"-12.0704,-77.0125|-12.0976,-77.0687|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,681,681,-12.0976,-77.0687,Magdalena del Mar,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,9.178,14.98,ok,4.24,6.352,1,8.944,30.03,22.53,30.03,0.0,ok
"-12.0704,-77.0125|-12.0976,-77.0687|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,681,681,-12.0976,-77.0687,Magdalena del Mar,driving,valle,2026-09-01T13:00:00-05:00,1,13,9.178,14.98,ok,4.24,6.352,1,16.734,33.53,24.3,33.53,0.0,ok
"-12.0704,-77.0125|-12.0976,-77.0687|driving|punta_tarde",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,681,681,-12.0976,-77.0687,Magdalena del Mar,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,9.178,14.98,ok,4.24,6.352,1,9.452,43.95,25.43,43.95,0.0,ok
"-12.0704,-77.0125|-12.0948,-77.0443|driving|punta_manana",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,609,609,-12.0948,-77.0443,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.308,10.27,ok,4.24,5.384,1,5.896,20.15,14.43,20.15,0.0,ok
"-12.0704,-77.0125|-12.0948,-77.0443|driving|valle",W06,La Victoria (emporio Gamarra),-12.0704,-77.0125,609,609,-12.0948,-77.0443,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.308,10.27,ok,4.24,5.384,1,5.896,22.87,14.43,22.87,0.0,ok
